,person,event,label,Bom,timestamp,mean_conversion,vistas mayor a 2
7572,656bf2ef,1.0,0,0.0,,0.0,False
7573,656c18ef,8.428571428571429,0,749.0,1.0,0.16666666666666666,True
7574,656d3683,1.0,0,16.0,,0.0,True
7575,657244f2,2.5,0,6.0,,0.0,True
7576,6573555e,1.6666666666666667,0,4.0,,0.0,True
7577,657592da,1.0,1,35.0,,0.0,True
7578,657758db,1.0,0,2.0,,0.0,True
7579,657b2d9e,2.0,0,7.0,,0.0,True
7580,657d9fb7,2.0,0,127.0,,0.0,True
7581,6580372b,1.0,0,2.0,,0.0,False
7582,6584f328,1.0,0,5.0,1.0,0.16666666666666666,True
7583,658740ea,1.6666666666666667,0,5.0,,0.0,True
7584,6587f9a7,1.0,0,5.0,,0.0,True
7585,65885b71,1.8333333333333333,1,99.0,,0.0,True
7586,658c2aa6,1.0,0,5.0,,0.0,True
7587,65933669,1.0,0,2.0,,0.0,False
7588,65a5e3d0,13.714285714285715,0,248.0,1.0,0.16666666666666666,True
7589,65a72798,1.5,0,4.0,2.0,0.3333333333333333,True
7590,65a80b89,1.6666666666666667,0,5.0,1.0,0.16666666666666666,True
7591,65ac8de3,5.571428571428571,0,34.0,,0.0,True
7592,65b00eeb,1.0,0,0.0,,0.0,False
7593,65b201a4,1.0,0,7.0,,0.0,False
7594,65b6c81b,2.0,0,5.0,,0.0,True
7595,65bc265b,3.0,0,48.0,,0.0,True
7596,65bd5908,1.3333333333333333,0,11.0,,0.0,True
7597,65c3c30e,2.5,0,8.0,,0.0,True
7598,65ccf058,1.0,0,3.0,,0.0,True
7599,65cd6227,1.0,0,2.0,,0.0,False
7600,65d15132,1.0,0,2.0,,0.0,False
7601,65d53b54,1.0,0,4.0,,0.0,True
7602,65d6dfdd,1.3333333333333333,0,6.0,,0.0,True
7603,65d8ec3b,1.5,0,3.0,,0.0,True
7604,65db54a5,1.6666666666666667,0,8.0,,0.0,True
7605,65db6564,1.0,0,3.0,,0.0,True
7606,65df5bfe,3.0,0,71.0,1.0,0.16666666666666666,True
7607,65e3cc5f,1.0,0,1.0,,0.0,False
7608,65e73e4e,2.0,0,22.0,,0.0,True
7609,65e746dc,1.0,0,7.0,,0.0,True
7610,65ec1b06,2.0,0,13.0,,0.0,True
7611,65f22c14,1.0,0,2.0,,0.0,True
7612,65f312a1,1.75,0,9.0,,0.0,True
7613,65f36887,3.0,0,77.0,1.0,0.16666666666666666,True
7614,65f5913c,1.3333333333333333,0,8.0,,0.0,True
7615,65f76522,1.0,0,2.0,,0.0,True
7616,65f8d9ca,1.8333333333333333,0,104.0,,0.0,True
7617,65f9674b,1.0,0,0.0,,0.0,False
7618,65fa8940,1.0,0,13.0,,0.0,True
7619,65fc1752,2.0,0,3.0,,0.0,True
7620,65fc9933,3.0,0,8.0,1.0,0.16666666666666666,False
7621,65ff7442,1.0,0,7.0,,0.0,True
7622,66006845,1.5,0,12.0,1.0,0.16666666666666666,True
7623,6607829c,1.75,0,27.0,,0.0,True
7624,660b5c48,2.0,0,11.0,,0.0,True
7625,66131880,1.0,0,9.0,,0.0,True
7626,66169490,3.0,0,2.0,,0.0,True
7627,6619d0b0,1.0,0,0.0,,0.0,False
7628,661b784b,1.6666666666666667,0,24.0,,0.0,True
7629,661c13d9,2.142857142857143,0,115.0,,0.0,True
7630,6622645c,2.333333333333333,0,4.0,6.0,1.0,True
7631,662780c7,2.333333333333333,0,21.0,,0.0,True
7632,662a00b3,1.0,0,30.0,1.0,0.16666666666666666,True
7633,662ee5f7,1.0,0,1.0,,0.0,False
7634,662eefd0,2.0,0,0.0,,0.0,False
7635,6633c5e1,1.0,0,3.0,,0.0,False
7636,66376954,1.6666666666666667,0,42.0,,0.0,True
7637,663ab6a0,1.4,0,11.0,,0.0,True
7638,6642444a,2.0,0,4.0,,0.0,True
7639,66428052,1.0,0,1.0,,0.0,True
7640,6644d8be,1.0,0,2.0,6.0,1.0,True
7641,664658c0,1.0,0,8.0,,0.0,True
7642,6647d712,1.3333333333333333,0,2.0,,0.0,True
7643,6647f362,1.0,0,2.0,,0.0,False
7644,664a3275,1.0,0,50.0,,0.0,True
7645,664afc83,3.333333333333333,1,12.0,,0.0,True
7646,664b49f8,1.5,0,4.0,,0.0,True
7647,6651dfa4,1.0,0,1.0,,0.0,True
7648,6653a6ee,1.0,0,15.0,,0.0,True
7649,6658a480,1.4,0,2.0,,0.0,True
7650,6665dde2,1.0,0,6.0,,0.0,True
7651,666d7197,2.333333333333333,0,13.0,,0.0,True
7652,666efc5c,2.0,0,18.0,,0.0,True
7653,667167bc,1.0,0,0.0,,0.0,False
7654,667410a7,1.2,0,2.0,1.0,0.16666666666666666,True
7655,667761a2,3.5,0,9.0,,0.0,True
7656,6677a81d,1.0,0,0.0,,0.0,False
7657,6679c844,1.0,0,5.0,,0.0,True
7658,667bfb54,2.0,0,4.0,,0.0,True
7659,667d1b24,3.0,0,15.0,,0.0,True
7660,66807d89,1.0,0,8.0,,0.0,True
7661,6687c764,1.8333333333333333,0,31.0,,0.0,True
7662,669134a2,2.333333333333333,0,28.0,1.0,0.16666666666666666,True
7663,6695b37c,1.5,0,30.0,,0.0,True
7664,6698db6e,1.0,0,1.0,,0.0,False
7665,669a48ae,1.5,0,8.0,,0.0,True
7666,669b69cd,1.3333333333333333,0,2.0,,0.0,True
7667,669d7908,1.0,0,0.0,,0.0,False
7668,669e94cc,9.285714285714286,0,58.0,,0.0,True
7669,66a0de5e,1.3333333333333333,0,15.0,2.0,0.3333333333333333,True
7670,66a0e599,1.0,0,1.0,1.0,0.16666666666666666,True
7671,66a5bada,3.0,0,37.0,,0.0,True
7672,66a98d8f,4.0,0,5.0,3.0,0.5,True
7673,66a9bff6,4.142857142857143,1,220.0,2.0,0.3333333333333333,True
7674,66ab1341,3.4,0,66.0,,0.0,True
7675,66ab3a10,1.0,0,6.0,,0.0,True
7676,66acbef5,1.0,0,1.0,,0.0,True
7677,66aea18a,3.5,0,41.0,,0.0,True
7678,66aefb4c,1.0,0,2.0,,0.0,False
7679,66b0cf3b,1.0,0,9.0,,0.0,True
7680,66b295c9,1.0,0,4.0,,0.0,False
7681,66b75488,2.0,0,29.0,,0.0,True
7682,66b9096d,1.0,0,5.0,,0.0,False
7683,66b9925a,3.0,0,76.0,,0.0,True
7684,66b9f188,2.6666666666666665,0,43.0,,0.0,True
7685,66bb5e9f,1.0,0,6.0,,0.0,False
7686,66c46169,1.0,0,0.0,,0.0,False
7687,66c8334d,1.0,0,7.0,,0.0,True
7688,66cb5b65,2.0,0,15.0,1.0,0.16666666666666666,True
7689,66cfe9da,1.0,0,1.0,,0.0,True
7690,66d495e9,1.0,0,2.0,,0.0,False
7691,66d9b28e,1.0,0,19.0,,0.0,True
7692,66e12999,1.0,0,3.0,,0.0,False
7693,66e621a4,1.0,0,1.0,,0.0,False
7694,66eb4abf,1.0,0,2.0,,0.0,False
7695,66ef1ad2,1.6666666666666667,0,7.0,2.0,0.3333333333333333,True
7696,66f03f19,1.0,0,1.0,,0.0,False
7697,66f05612,1.0,0,4.0,,0.0,True
7698,66f47e6a,1.75,0,18.0,,0.0,True
7699,66f4e612,2.0,0,0.0,,0.0,True
7700,66f7056f,1.0,0,4.0,1.0,0.16666666666666666,True
7701,66fba302,1.0,0,9.0,,0.0,True
7702,66fe40df,1.0,0,3.0,,0.0,True
7703,6703227d,1.0,0,6.0,,0.0,True
7704,67033fe8,2.0,0,2.0,,0.0,False
7705,6703406e,2.0,0,6.0,1.0,0.16666666666666666,True
7706,670b228e,1.1666666666666667,0,0.0,,0.0,True
7707,670bf5e1,2.5,1,20.0,,0.0,True
7708,670dd28b,1.0,0,3.0,,0.0,False
7709,670ef40a,3.0,0,133.0,1.0,0.16666666666666666,True
7710,671949a9,3.333333333333333,0,24.0,,0.0,True
7711,671f6147,1.0,0,10.0,,0.0,True
7712,671fe85c,1.0,0,4.0,,0.0,True
7713,67276a36,1.0,0,2.0,,0.0,False
7714,67277b92,1.0,0,6.0,,0.0,True
7715,67296336,6.25,0,89.0,,0.0,True
7716,672cae4e,2.0,0,38.0,,0.0,True
7717,672e7d99,1.0,0,10.0,,0.0,True
7718,672ecaf3,4.0,0,16.0,,0.0,True
7719,673505ad,1.75,0,12.0,5.0,0.8333333333333334,True
7720,67359265,1.0,0,0.0,,0.0,True
7721,67418188,1.0,0,1.0,,0.0,True
7722,67421c67,1.0,0,0.0,,0.0,False
7723,674354af,1.0,0,8.0,1.0,0.16666666666666666,True
7724,674c83d4,1.0,0,0.0,,0.0,False
7725,674cf9bb,2.0,0,3.0,,0.0,True
7726,674e23ed,1.25,0,29.0,,0.0,True
7727,675369bc,1.0,0,6.0,,0.0,True
7728,67548523,1.0,0,0.0,,0.0,False
7729,675a531e,4.333333333333333,1,64.0,,0.0,True
7730,6760adaa,1.0,0,3.0,,0.0,True
7731,676212eb,2.0,0,3.0,,0.0,True
7732,67633f53,1.3333333333333333,0,4.0,,0.0,True
7733,676542b3,1.3333333333333333,0,7.0,,0.0,True
7734,67688fab,1.0,0,0.0,,0.0,False
7735,676c08c6,2.0,0,9.0,,0.0,True
7736,676e13ba,2.0,1,5.0,,0.0,True
7737,676fadde,1.0,0,3.0,,0.0,False
7738,67734512,1.0,0,29.0,,0.0,True
7739,6773fc6c,1.0,0,5.0,,0.0,True
7740,6774aca3,2.0,0,12.0,1.0,0.16666666666666666,True
7741,6775dc29,1.3333333333333333,0,7.0,,0.0,True
7742,677b4089,1.0,1,0.0,,0.0,False
7743,677cc985,1.0,0,2.0,,0.0,False
7744,678aaa91,1.0,0,6.0,,0.0,True
7745,6791ca0d,1.0,0,3.0,,0.0,True
7746,6794428f,1.0,0,0.0,,0.0,False
7747,679d53e3,3.2857142857142856,0,29.0,,0.0,True
7748,679f40ed,1.5,0,4.0,1.0,0.16666666666666666,False
7749,67a5562e,2.6666666666666665,0,27.0,1.0,0.16666666666666666,True
7750,67a8d8e8,2.0,0,29.0,,0.0,True
7751,67aca306,1.0,0,3.0,,0.0,False
7752,67ad5c84,2.6666666666666665,0,200.0,,0.0,True
7753,67adb667,1.0,0,3.0,,0.0,False
7754,67ae5ee0,2.8,0,34.0,,0.0,True
7755,67aeb838,1.0,0,2.0,,0.0,False
7756,67b304cc,2.0,0,5.0,,0.0,False
7757,67bbc373,4.166666666666667,0,29.0,,0.0,True
7758,67be1f46,1.5,0,7.0,,0.0,True
7759,67c23b13,2.333333333333333,0,9.0,3.0,0.5,False
7760,67c34034,1.5,0,14.0,,0.0,True
7761,67c40829,1.0,0,9.0,,0.0,True
7762,67c43560,3.0,0,7.0,,0.0,True
7763,67c7a96b,1.0,0,54.0,,0.0,True
7764,67cb4fe2,1.0,0,2.0,,0.0,False
7765,67cee2bf,1.0,0,4.0,,0.0,True
7766,67d09e0a,3.0,0,11.0,,0.0,True
7767,67d3089f,4.857142857142857,0,87.0,,0.0,True
7768,67d3724f,1.0,0,3.0,,0.0,True
7769,67d38d73,1.0,0,0.0,1.0,0.16666666666666666,False
7770,67d80b1e,1.0,0,2.0,,0.0,False
7771,67da8ede,1.0,0,0.0,,0.0,False
7772,67e249f9,1.0,0,3.0,1.0,0.16666666666666666,False
7773,67e956eb,1.0,0,10.0,,0.0,True
7774,67f100d1,1.4,0,16.0,,0.0,True
7775,67f66a20,1.5,0,11.0,,0.0,False
7776,67f726e6,1.0,0,5.0,,0.0,True
7777,67fc9b03,1.0,0,27.0,,0.0,True
7778,6804e157,1.0,0,0.0,,0.0,True
7779,6804e5dc,1.0,0,0.0,,0.0,False
7780,68058d74,3.0,0,5.0,,0.0,True
7781,6805c0ac,1.0,1,1.0,,0.0,False
7782,6806ecbf,2.6,0,15.0,,0.0,True
7783,6807dd34,1.0,0,2.0,,0.0,True
7784,680a27f6,1.0,0,2.0,,0.0,False
7785,680d224f,3.5,0,43.0,,0.0,True
7786,680f5df0,1.0,0,7.0,,0.0,True
7787,680fc771,2.0,0,23.0,,0.0,True
7788,6810429d,1.0,0,22.0,,0.0,True
7789,68112bb4,1.0,0,10.0,,0.0,True
7790,6811ba26,1.3333333333333333,0,0.0,,0.0,False
7791,681c5689,2.2857142857142856,1,34.0,,0.0,True
7792,682305fc,1.0,0,1.0,,0.0,True
7793,68279909,1.5,0,45.0,,0.0,True
7794,6829ae69,1.3333333333333333,0,19.0,,0.0,True
7795,682c4c11,2.0,0,1.0,,0.0,True
7796,682cfafe,1.3333333333333333,0,0.0,,0.0,True
7797,6831f00d,1.0,0,1.0,,0.0,False
7798,683220f9,1.0,0,5.0,,0.0,True
7799,683608b1,1.0,0,0.0,,0.0,False
7800,6837c19d,1.5,0,5.0,,0.0,False
7801,68388af0,2.0,0,6.0,,0.0,True
7802,683a131e,2.5,0,36.0,,0.0,True
7803,683f91a2,13.0,0,75.0,2.0,0.3333333333333333,True
7804,6841353d,2.1666666666666665,0,55.0,2.0,0.3333333333333333,True
7805,6841bfc3,2.0,0,1.0,,0.0,True
7806,68431ed0,1.0,0,5.0,,0.0,False
7807,6845a4fd,1.25,0,54.0,,0.0,True
7808,684997f0,1.0,0,14.0,,0.0,True
7809,6850e713,1.0,0,2.0,,0.0,False
7810,685ace85,1.0,0,3.0,,0.0,False
7811,685f52a5,1.0,0,2.0,,0.0,False
7812,6868e901,1.0,0,1.0,,0.0,True
7813,686c68ad,1.0,0,13.0,,0.0,True
7814,6872a391,1.4,0,16.0,,0.0,True
7815,6875f643,2.0,1,9.0,,0.0,True
7816,687a1e38,1.0,1,10.0,,0.0,True
7817,687b860e,1.5,0,13.0,,0.0,True
7818,68818b83,4.857142857142857,0,50.0,,0.0,True
7819,688588da,1.75,0,6.0,,0.0,True
7820,688e4e01,1.0,0,0.0,,0.0,False
7821,68916e67,1.0,0,7.0,,0.0,False
7822,68939997,2.333333333333333,0,64.0,,0.0,True
7823,68947cc5,1.0,0,5.0,,0.0,False
7824,689bb662,1.0,0,2.0,,0.0,False
7825,689cdc86,1.75,0,41.0,,0.0,True
7826,68a0b292,1.0,0,0.0,,0.0,False
7827,68a50e87,1.5,0,35.0,,0.0,True
7828,68a7cd5b,1.0,0,0.0,,0.0,False
7829,68ab665e,1.0,1,2.0,,0.0,True
7830,68b30f81,1.0,0,2.0,,0.0,False
7831,68b40cf6,8.714285714285714,0,191.0,2.0,0.3333333333333333,True
7832,68b4390e,1.0,0,4.0,,0.0,True
7833,68b5de4f,1.0,0,0.0,,0.0,False
7834,68b93a00,2.0,0,6.0,,0.0,True
7835,68ba80fb,1.6666666666666667,0,0.0,,0.0,True
7836,68bee42a,2.0,0,1.0,,0.0,True
7837,68bf3c47,3.4285714285714284,1,31.0,1.0,0.16666666666666666,True
7838,68c233d8,1.5,0,10.0,,0.0,True
7839,68c43519,1.0,1,0.0,,0.0,False
7840,68c4b3c1,1.0,0,2.0,,0.0,False
7841,68c5cd13,2.0,0,3.0,,0.0,True
7842,68c888a7,4.0,0,93.0,,0.0,True
7843,68c9cc25,1.0,0,2.0,1.0,0.16666666666666666,True
7844,68ca4bf3,1.0,0,2.0,,0.0,True
7845,68d26303,1.0,0,1.0,,0.0,False
7846,68d63d11,1.0,0,5.0,,0.0,True
7847,68d8672d,1.0,0,2.0,,0.0,False
7848,68d941dd,1.0,0,7.0,,0.0,True
7849,68d9ea25,1.8333333333333333,0,45.0,,0.0,True
7850,68e2f359,1.0,0,0.0,,0.0,False
7851,68e3709c,3.8571428571428568,0,16.0,,0.0,True
7852,68e52d63,1.0,0,4.0,,0.0,True
7853,68e5417c,2.0,0,8.0,,0.0,True
7854,68f60fb9,1.0,1,5.0,,0.0,True
7855,68f6e261,1.0,1,0.0,,0.0,False
7856,68fe49c7,2.0,0,4.0,,0.0,True
7857,68ffc0ba,1.3333333333333333,0,6.0,1.0,0.16666666666666666,False
7858,6901c3dc,1.0,0,5.0,,0.0,True
7859,69031fc2,1.0,0,2.0,,0.0,False
7860,6905d147,1.0,0,1.0,,0.0,False
7861,69065eda,1.0,0,4.0,,0.0,True
7862,6907e818,1.8,0,23.0,,0.0,True
7863,69141e5f,2.571428571428572,0,107.0,1.0,0.16666666666666666,True
7864,691bcab1,2.4,0,42.0,,0.0,True
7865,691d6ed4,1.0,0,5.0,,0.0,True
7866,692e9fff,1.0,0,8.0,,0.0,False
7867,6933afaa,1.25,0,6.0,,0.0,True
7868,693e5737,3.1428571428571432,0,122.0,,0.0,True
7869,6941e2de,2.0,0,16.0,,0.0,True
7870,6945772f,2.0,0,4.0,1.0,0.16666666666666666,False
7871,69480dca,1.6666666666666667,0,6.0,,0.0,True
7872,694a209d,1.0,0,2.0,,0.0,False
7873,69512be9,1.0,0,7.0,,0.0,True
7874,6955042b,1.5,1,5.0,,0.0,True
7875,6959bf99,1.0,0,1.0,,0.0,False
7876,695c0245,1.0,0,8.0,,0.0,True
7877,695da97e,4.857142857142857,0,48.0,1.0,0.16666666666666666,True
7878,69602984,1.0,0,5.0,1.0,0.16666666666666666,True
7879,696b28d6,1.0,0,0.0,,0.0,False
7880,696cd700,1.0,0,0.0,,0.0,False
7881,697d4de4,2.0,0,24.0,,0.0,True
7882,6982bb7b,2.8,0,13.0,1.0,0.16666666666666666,True
7883,69968276,1.0,0,1.0,,0.0,True
7884,6998ec19,1.5,0,3.0,,0.0,False
7885,699c2725,1.0,0,1.0,,0.0,False
7886,699c47cd,1.0,0,0.0,,0.0,True
7887,69a1fedd,1.4285714285714286,0,19.0,,0.0,True
7888,69a30590,2.0,0,0.0,,0.0,False
7889,69a3b4d1,2.0,0,8.0,,0.0,True
7890,69a4a915,1.0,0,17.0,,0.0,True
7891,69a906ef,1.0,0,2.0,,0.0,True
7892,69ac753b,2.0,0,8.0,,0.0,True
7893,69b10d5b,2.4,0,85.0,4.0,0.6666666666666666,True
7894,69b122c5,2.0,0,4.0,,0.0,True
7895,69b93115,1.5,0,11.0,,0.0,True
7896,69c129e4,1.0,0,3.0,,0.0,False
7897,69c23290,4.0,0,5.0,3.0,0.5,True
7898,69c64a89,1.3333333333333333,0,6.0,,0.0,True
7899,69c77918,2.333333333333333,0,7.0,,0.0,True
7900,69d5ef8d,1.0,0,6.0,,0.0,True
7901,69d6510b,1.25,0,22.0,,0.0,True
7902,69d68383,1.0,0,2.0,,0.0,False
7903,69d9d15e,1.6666666666666667,0,1.0,1.0,0.16666666666666666,True
7904,69da84fc,2.0,0,4.0,,0.0,False
7905,69de5c37,1.5,1,23.0,3.0,0.5,True
7906,69e8a08b,2.0,0,16.0,,0.0,True
7907,69e942e5,2.5,1,23.0,,0.0,True
7908,69f54c01,1.5,0,3.0,,0.0,True
7909,69f780ae,1.0,0,8.0,,0.0,True
7910,6a056c43,1.0,0,1.0,,0.0,False
7911,6a08a60c,2.142857142857143,1,24.0,,0.0,True
7912,6a08e7c4,1.0,1,4.0,,0.0,True
7913,6a0aa84a,2.0,0,8.0,,0.0,True
7914,6a0becf3,1.0,0,3.0,,0.0,False
7915,6a0bf308,1.0,0,2.0,,0.0,False
7916,6a0c29da,1.0,0,0.0,,0.0,False
7917,6a186876,1.25,0,27.0,,0.0,True
7918,6a1d915b,1.0,0,5.0,,0.0,True
7919,6a1f5a5e,1.0,0,2.0,,0.0,False
7920,6a266665,1.0,0,1.0,1.0,0.16666666666666666,False
7921,6a27e1da,2.5,0,1.0,,0.0,False
7922,6a2a0d82,1.2,0,21.0,,0.0,True
7923,6a2bfa22,1.0,0,6.0,,0.0,True
7924,6a2d3e3f,1.0,0,10.0,,0.0,True
7925,6a2e46bb,5.142857142857143,0,70.0,3.0,0.5,True
7926,6a31b976,1.0,0,0.0,,0.0,False
7927,6a322ef3,1.8333333333333333,0,14.0,,0.0,True
7928,6a43f2c9,3.0,0,4.0,,0.0,True
7929,6a458342,1.0,0,2.0,,0.0,True
7930,6a46f3f3,1.5,0,9.0,,0.0,True
7931,6a47231e,2.0,0,5.0,1.0,0.16666666666666666,True
7932,6a4a3353,1.0,0,19.0,,0.0,True
7933,6a4b9eb9,1.75,0,8.0,,0.0,True
7934,6a5491db,1.3333333333333333,0,10.0,,0.0,True
7935,6a5c83db,2.0,1,45.0,,0.0,True
7936,6a5c89a0,3.0,0,47.0,,0.0,True
7937,6a5cdd31,1.5,0,3.0,,0.0,False
7938,6a6098e1,1.0,0,13.0,,0.0,True
7939,6a61cab5,1.0,0,6.0,,0.0,True
7940,6a62e89f,1.0,0,3.0,,0.0,True
7941,6a685248,1.0,0,3.0,,0.0,False
7942,6a69ebc1,1.0,0,2.0,,0.0,True
7943,6a6c639c,1.25,1,18.0,1.0,0.16666666666666666,True
7944,6a6d387d,1.0,0,27.0,,0.0,True
7945,6a733bad,1.0,1,3.0,,0.0,True
7946,6a756ae5,1.0,0,2.0,,0.0,False
7947,6a783454,1.0,0,1.0,,0.0,False
7948,6a7f0853,1.0,0,4.0,,0.0,True
7949,6a80d3d1,2.0,0,3.0,1.0,0.16666666666666666,True
7950,6a91ec37,1.6666666666666667,1,13.0,,0.0,True
7951,6a96dd12,3.1428571428571432,0,64.0,,0.0,True
7952,6a987d27,1.0,0,2.0,,0.0,False
7953,6a9fc1a4,1.0,0,5.0,,0.0,True
7954,6aa30475,2.0,0,11.0,,0.0,True
7955,6aa776b6,2.2857142857142856,0,71.0,1.0,0.16666666666666666,True
7956,6aa9e5e7,1.0,0,12.0,,0.0,True
7957,6ab0c4b2,1.5,0,8.0,,0.0,True
7958,6ab87776,1.5,0,12.0,,0.0,True
7959,6ab985b9,2.0,0,8.0,,0.0,True
7960,6abaf9b2,1.0,0,8.0,,0.0,True
7961,6abd2bf1,23.142857142857146,0,999.0,1.0,0.16666666666666666,True
7962,6ac3c9ce,6.8,0,40.0,3.0,0.5,True
7963,6acdd100,1.0,0,1.0,,0.0,True
7964,6ad13661,2.0,0,3.0,,0.0,True
7965,6ad157e6,1.0,0,7.0,,0.0,True
7966,6ada118a,1.0,0,0.0,,0.0,True
7967,6adcc379,1.8,0,3.0,2.0,0.3333333333333333,True
7968,6ade5d5b,3.75,1,29.0,,0.0,True
7969,6ae108c9,1.25,0,15.0,,0.0,True
7970,6ae1d164,1.0,0,0.0,,0.0,False
7971,6ae31da8,1.2,0,20.0,,0.0,True
7972,6ae5b927,1.0,0,0.0,,0.0,False
7973,6aea9754,1.0,0,6.0,,0.0,True
7974,6aece1c3,2.5,0,1.0,,0.0,True
7975,6aed1129,3.1666666666666665,0,27.0,,0.0,True
7976,6aefb160,1.0,0,27.0,,0.0,True
7977,6af365ce,1.0,0,3.0,,0.0,False
7978,6af441ef,1.0,0,5.0,,0.0,True
7979,6af55ed7,1.3333333333333333,0,13.0,,0.0,True
7980,6af968df,2.6,0,26.0,1.0,0.16666666666666666,True
7981,6af9b6e7,1.0,0,0.0,,0.0,True
7982,6afbc1ae,3.0,0,17.0,3.0,0.5,True
7983,6b007cc9,2.4,0,65.0,1.0,0.16666666666666666,True
7984,6b033246,2.0,0,1.0,,0.0,True
7985,6b08957c,1.0,0,0.0,,0.0,False
7986,6b0ad3d7,1.3333333333333333,0,4.0,,0.0,True
7987,6b13e380,1.0,0,3.0,,0.0,True
7988,6b14b3f0,1.6666666666666667,0,6.0,,0.0,True
7989,6b255414,1.0,0,2.0,,0.0,False
7990,6b3c472c,2.6666666666666665,0,6.0,1.0,0.16666666666666666,True
7991,6b3cf183,3.0,0,2.0,,0.0,False
7992,6b407fd5,1.0,0,0.0,,0.0,False
7993,6b42b7be,1.0,0,5.0,,0.0,True
7994,6b46bbdb,1.0,0,19.0,,0.0,True
7995,6b4b4ecf,2.6666666666666665,0,19.0,,0.0,True
7996,6b4c6363,5.5,0,44.0,,0.0,True
7997,6b4cdb0f,1.3333333333333333,0,0.0,,0.0,True
7998,6b4e003a,1.0,0,6.0,,0.0,True
7999,6b4e450b,1.0,0,4.0,,0.0,True
8000,6b4f8734,4.0,0,46.0,2.0,0.3333333333333333,True
8001,6b5384df,1.0,0,1.0,,0.0,True
8002,6b58bab7,1.0,0,0.0,,0.0,False
8003,6b5fef8a,1.0,0,3.0,,0.0,True
8004,6b63d620,1.5,0,8.0,,0.0,True
8005,6b68b2a3,1.8333333333333333,0,55.0,,0.0,True
8006,6b710e89,1.0,1,3.0,,0.0,True
8007,6b717d1d,4.0,0,23.0,,0.0,True
8008,6b723be9,1.0,0,3.0,,0.0,False
8009,6b78331f,1.0,0,3.0,,0.0,True
8010,6b79567e,1.6666666666666667,0,5.0,,0.0,False
8011,6b7b17f1,1.5,0,6.0,,0.0,True
8012,6b7d1933,2.333333333333333,1,25.0,,0.0,True
8013,6b7e7553,2.5,0,9.0,,0.0,True
8014,6b8540d2,6.0,0,60.0,,0.0,True
8015,6b8bd815,1.0,0,2.0,,0.0,False
8016,6b8bda4f,2.5,0,4.0,,0.0,True
8017,6b8ea080,1.8,0,10.0,,0.0,True
8018,6b90483e,1.0,0,3.0,,0.0,False
8019,6b905efe,1.6666666666666667,0,2.0,,0.0,True
8020,6b90fcbf,2.0,0,10.0,,0.0,True
8021,6b9505ec,1.0,0,15.0,,0.0,True
8022,6b98633a,1.0,0,8.0,,0.0,True
8023,6b99f579,1.0,1,3.0,,0.0,False
8024,6b9a94e3,2.0,0,5.0,,0.0,True
8025,6b9b9477,1.2,0,5.0,,0.0,True
8026,6b9cdeb0,1.0,0,2.0,,0.0,False
8027,6b9ec6ce,4.428571428571429,0,90.0,,0.0,True
8028,6b9fad57,1.0,0,0.0,,0.0,False
8029,6ba22e07,1.0,0,2.0,,0.0,False
8030,6ba2731b,1.25,0,9.0,1.0,0.16666666666666666,True
8031,6ba341bb,1.0,0,1.0,1.0,0.16666666666666666,False
8032,6ba730a8,1.0,1,5.0,,0.0,True
8033,6ba9830c,2.333333333333333,0,10.0,,0.0,True
8034,6baaef8a,4.0,0,107.0,,0.0,True
8035,6babdfd3,1.5,0,7.0,,0.0,True
8036,6bafd07a,1.3333333333333333,0,3.0,,0.0,True
8037,6bb2029e,1.0,0,1.0,,0.0,False
8038,6bbed6ff,5.0,0,20.0,7.0,1.1666666666666667,True
8039,6bc0a481,1.0,0,3.0,,0.0,True
8040,6bc1e556,2.0,0,12.0,1.0,0.16666666666666666,True
8041,6bc8f951,1.0,0,5.0,2.0,0.3333333333333333,False
8042,6bcc8b50,1.6666666666666667,0,7.0,,0.0,True
8043,6bce2645,2.0,0,9.0,,0.0,True
8044,6be8c99a,1.6666666666666667,0,16.0,,0.0,True
8045,6be93f95,1.5,0,2.0,,0.0,True
8046,6beae206,1.0,0,2.0,,0.0,False
8047,6beebf26,1.5,0,11.0,,0.0,True
8048,6bf36b7c,4.0,0,21.0,1.0,0.16666666666666666,True
8049,6bf7d423,1.0,0,0.0,,0.0,False
8050,6bf81d37,1.5,0,5.0,,0.0,True
8051,6bfb0177,1.0,0,8.0,,0.0,True
8052,6bfb32f5,2.0,0,5.0,,0.0,False
8053,6bfb86d3,1.0,0,4.0,,0.0,False
8054,6bfba3f9,3.2857142857142856,0,53.0,,0.0,True
8055,6c02f2c6,1.0,0,9.0,,0.0,True
8056,6c035e57,1.0,0,3.0,,0.0,False
8057,6c062792,1.0,0,16.0,,0.0,True
8058,6c0849c4,2.0,0,5.0,,0.0,True
8059,6c0d1e95,1.0,0,6.0,,0.0,False
8060,6c0e18a9,1.0,0,4.0,,0.0,False
8061,6c107c07,4.0,0,13.0,,0.0,True
8062,6c129dac,1.0,0,0.0,1.0,0.16666666666666666,False
8063,6c184f18,1.0,0,15.0,,0.0,True
8064,6c187432,1.0,0,2.0,,0.0,False
8065,6c193b33,1.0,0,2.0,,0.0,True
8066,6c194141,2.0,0,15.0,,0.0,True
8067,6c1b4ecc,1.0,0,5.0,1.0,0.16666666666666666,True
8068,6c216c38,1.0,0,4.0,,0.0,False
8069,6c227018,1.0,0,12.0,,0.0,True
